Fecha,TMAX,TMIN,Prec,Fuente,TipoDato,CalidadDato,Emision
2026-01-23,32.4,18.8,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-01-24,36.9,20.9,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-01-25,33.3,22.5,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-01-26,30.6,20.0,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-01-27,30.6,18.3,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-01-28,34.7,20.1,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-01-29,34.0,16.7,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-01-30,35.8,16.3,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-01-31,34.4,19.9,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-02-01,34.8,16.8,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-02-02,37.2,19.2,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-02-03,39.0,19.7,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-02-04,24.0,19.4,19.3,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-02-05,29.3,19.3,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-02-06,29.3,17.4,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-02-07,28.6,12.5,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-02-08,35.1,15.3,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
2026-02-09,24.8,18.8,0.4,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-02-10,29.7,15.9,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE_FALLBACK,Provisional,Provisional_hueco_repositorio,2026-07-31T01:47:18-03:00
2026-02-11,27.4,20.8,0.0,SIGA_INTA_PERGAMINO,Observado,Observado_estacion,2026-07-30T12:13:00+00:00
