Fecha,TMAX,TMIN,Prec,Fuente,TipoDato,Emision
2026-05-27,10.9,4.5,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-05-28,12.6,7.7,0.3,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-05-29,14.0,7.3,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-05-30,16.1,6.3,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-05-31,16.5,5.5,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-01,11.4,8.9,1.1,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-02,14.0,8.3,0.1,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-03,16.4,7.3,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-04,14.6,10.9,25.7,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-05,15.6,11.5,7.9,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-06,17.1,11.2,0.2,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-07,13.7,11.2,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-08,13.8,5.7,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-09,11.9,2.5,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-10,14.5,8.5,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-11,16.2,6.0,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-12,16.1,6.1,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-13,10.2,2.2,2.3,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-14,9.2,-2.4,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-15,13.7,1.0,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-16,16.8,5.5,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-17,11.9,2.5,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-18,9.7,5.9,2.4,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-19,13.8,3.4,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-20,13.3,1.6,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-21,14.7,2.9,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-22,10.0,2.0,0.3,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-23,10.5,1.5,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-24,7.4,-0.2,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-25,10.0,1.5,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-26,12.0,0.2,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-27,13.1,2.5,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-28,13.8,3.8,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-29,12.2,0.7,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-06-30,11.8,-1.2,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-07-01,9.3,0.9,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-07-02,7.0,-1.9,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-07-03,8.2,-2.5,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-07-04,7.4,-2.4,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-07-05,3.5,-1.8,2.4,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-07-06,9.5,-1.4,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-07-07,12.7,-1.2,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-07-08,12.5,3.4,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-07-09,16.3,6.6,0.1,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-07-10,9.6,6.2,2.2,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-07-11,10.6,6.4,0.5,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-07-12,10.9,0.8,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-07-13,11.0,0.7,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
2026-07-14,13.6,4.0,0.0,OPEN_METEO_ECMWF_IFS_ARCHIVE,Historico_modelo,2026-07-31T00:12:25-03:00
